-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,188,189,190,191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,205,206,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,220,221,222,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,236,237,238,239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,208,-1,255,-1,255,-1,218,219,255,-1,255,-1,-1,208,-1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224,255,-1,255,-1,-1,234,235,-1,255,-1,255,-1,224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,176,176,-1,-1,-1,240,176,176,176,176,176,250,251,176,176,176,176,176,240,-1,-1,-1,176,176,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,255,-1,0,37,-1,-1,-1,0,35,35,35,35,35,35,35,35,35,35,35,35,37,-1,-1,-1,0,37,-1,-1,-1,-1,255,-1,-1,-1
-1,-1,-1,-1,-1,176,176,-1,41,43,-1,-1,-1,41,42,46,46,46,46,46,46,46,46,46,46,54,43,-1,-1,-1,41,43,-1,176,176,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0,37,-1,-1,-1,-1,-1,-1,-1,41,42,46,46,46,46,46,46,46,46,54,43,-1,-1,-1,-1,-1,-1,-1,0,37,-1,-1,-1,-1,-1
-1,-1,255,-1,-1,41,43,-1,-1,-1,-1,-1,-1,-1,-1,41,42,46,46,46,46,46,46,54,43,-1,-1,-1,-1,-1,-1,-1,-1,41,43,-1,-1,-1,255,-1
-1,-1,176,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,42,46,46,46,46,54,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,176,-1,-1
-1,-1,0,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,42,46,46,46,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,37,-1,-1
255,-1,41,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,42,54,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,43,-1,255
176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176
37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,-1,-1,41
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,182,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,37,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,43,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,177,177,177,177,177,177
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,35,35,35,35,35,35
-1,-1,-1,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,-1,-1,255,-1,25,46,46,46,46,46,46
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,46,46,46,46,46,46
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,46,46,46,46,46,46
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,177,177,177,177,177,179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,192,193,194,195,177,25,46,46,46,46,46,46
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,35,35,35,35,35,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,35,35,35,35,35,1,46,46,46,46,46,46
-1,-1,-1,-1,-1,-1,255,-1,-1,-1,25,46,46,46,46,46,27,-1,-1,-1,255,-1,-1,-1,-1,-1,-1,25,46,46,46,46,46,46,46,46,46,46,46,46
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,46,46,46,46,46,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,46,46,46,46,46,46,46,46,46,46,46,46
-1,254,231,232,233,-1,-1,-1,-1,-1,25,46,46,46,46,46,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,46,46,46,46,46,46,46,46,46,46,46,46
